Text;Sentiment
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Legumes Cite receitas que voce gosta de fazer (doces ou salgadas) ? legumes, peixe, frango assado, beringela , abobrinha recheada, omelete , saladas.  https://www.tudogostoso.com.br/receita/116-gratinado-de-frango.html;1
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Complexas Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Molho de Tomate, alho, cebola, azeite, cheiro Verde, vinho branco e vinho tinto Cite receitas que voce gosta de fazer (doces ou salgadas) ? Risotto, Churrasco, Carbonara, Bucattini All'amatriciana https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Complexas Prefere receitas doces ou salgadas? Doces Que tipo de ingredientes voce gosta de usar? Chocolate, doce de leite Cite receitas que voce gosta de fazer (doces ou salgadas) ? Doces https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Alho Cite receitas que voce gosta de fazer (doces ou salgadas) ? Salgadas https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Frango Cite receitas que voce gosta de fazer (doces ou salgadas) ? Strogonoff de frango https://www.tudogostoso.com.br/receita/116-gratinado-de-frango.html;1
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Doces Que tipo de ingredientes voce gosta de usar? Naturais Cite receitas que voce gosta de fazer (doces ou salgadas) ? Bolo https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? integrais ou orgânico Cite receitas que voce gosta de fazer (doces ou salgadas) ? Eu nao sei cozinha https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Naturais e integrais Cite receitas que voce gosta de fazer (doces ou salgadas) ? Salgados https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Cebola, alho, ervas Cite receitas que voce gosta de fazer (doces ou salgadas) ? Carnes e risotos https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Farinha Cite receitas que voce gosta de fazer (doces ou salgadas) ? panqueca, empanada  https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Carne Cite receitas que voce gosta de fazer (doces ou salgadas) ? Lasanha https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? nao  Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Doces Que tipo de ingredientes voce gosta de usar? nao sou muito fã de cozinh Cite receitas que voce gosta de fazer (doces ou salgadas) ? Brigadeiro... https://www.tudogostoso.com.br/receita/5702-brigadeiro.html;1
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Doces Que tipo de ingredientes voce gosta de usar? Nutella Cite receitas que voce gosta de fazer (doces ou salgadas) ? Brownie de Nutella, wafle de nutella https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Ovo, farinha, chocolate, leite  Cite receitas que voce gosta de fazer (doces ou salgadas) ? Bolo, torta, vitamina  https://www.tudogostoso.com.br/receita/1264-amendoim-doce.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Doces Que tipo de ingredientes voce gosta de usar? Leite condensando, Creme de leite, Ovos e Chocolate Cite receitas que voce gosta de fazer (doces ou salgadas) ? pave com bolacha de maizena e Pudim https://www.tudogostoso.com.br/receita/5702-brigadeiro.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Batata Cite receitas que voce gosta de fazer (doces ou salgadas) ? batata https://www.tudogostoso.com.br/receita/5702-brigadeiro.html;0
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? sobrecoxa de frango, rúcula, batata Cite receitas que voce gosta de fazer (doces ou salgadas) ? frango, strognoff, lasanha, macarrao, panqueca, churrasco https://www.tudogostoso.com.br/receita/116-gratinado-de-frango.html;1
voce gosta de cozinhar? Sim Prefere receitas simples ou complexas? Simples Prefere receitas doces ou salgadas? Salgadas Que tipo de ingredientes voce gosta de usar? Salsinha Cite receitas que voce gosta de fazer (doces ou salgadas) ? empanados, carnes e  assados. https://www.tudogostoso.com.br/receita/5702-brigadeiro.html;0
Sim Prefere receitas simples ou complexas? Complexas Prefere receitas doces ou salgadas? salgadas Que tipo de ingredientes vocÃª gosta de usar? alho Cite receitas que vocÃª gosta de fazer (doces ou salgadas) ? miojo Eita, não entendi. ;0
sim Prefere receitas simples ou complexas? complexas Prefere receitas doces ou salgadas? salgadas Que tipo de ingredientes vocÃƒÂª gosta de usar? coco Eita, nÃ£o entendi. ;0
Você gosta de cozinhar? sim Prefere receitas simples ou complexas? complexas Prefere receitas doces ou salgadas? salgadas Que tipo de ingredientes vocÃª gosta de usar? coco Eita, não entendi. coco Eita, não entendi. coco Eita, não entendi.;0
Você gosta de cozinhar? Sim Prefere receitas simples ou complexas?;1
Você gosta de cozinhar?;1
Você gosta de cozinhar? sim Prefere receitas simples ou complexas? complexas Prefere receitas doces ou salgadas? salgadas Que tipo de ingredientes vocÃª gosta de usar? frango Cite receitas que vocÃª gosta de fazer (doces ou salgadas) ? torta https://www.bonde.com.br/gastronomia/receitas/receita-de-enformadinho-de-bacon-e-ovos-455979.html;0
Você gosta de cozinhar? Sim Prefere receitas simples ou complexas? simples Prefere receitas doces ou salgadas? doces Que tipo de ingredientes vocÃª gosta de usar? chocolate Cite receitas que vocÃª gosta de fazer (doces ou salgadas) ? brigadeiro https://www.tudogostoso.com.br/receita/5702-brigadeiro.html;1
